distance_km,hour_of_day,day_of_week,vehicle_type,eta_minutes
22.91417756040099,5,5,bike,38.21631535025074
9.568888156258387,0,6,bike,15.07315527469684
0.878687104957252,3,6,car,9.14434973008057
23.243804783399273,10,5,scooter,84.24940861369674
10.9905116337742,11,2,scooter,25.44749640218071
24.183043066569905,4,5,bike,40.33327911117453
24.108689438686696,22,2,van,52.489633315205005
21.39873165895032,20,0,bike,106.2810839291496
7.713997855704849,15,6,bike,8.955114338836577
9.934894350747168,12,5,scooter,15.411444181870008
21.352848452162995,12,4,bike,47.16535337814562
8.264589126328802,16,1,scooter,10.876310693762075
4.652572293809266,6,6,car,4.629427287472236
14.141630930229578,7,0,car,20.799433057085245
23.435791966939135,12,4,car,43.75823164112652
17.55273001853684,22,6,scooter,30.801383074820496
14.466498667189441,15,0,scooter,22.90310500490111
2.880824097383829,3,3,bike,6.260569075403257
15.567677054129659,7,0,scooter,28.098773851363795
24.75631932755445,15,0,bike,59.602052079858865
3.9320583732948386,20,3,bike,20.055045242311706
13.19907648291155,9,5,bike,52.84035032755251
21.995640262234907,11,1,scooter,44.64336003588506
18.64883113497801,11,4,scooter,38.503882550198064
17.576885654384064,4,6,van,24.701003048635652
17.710860057684176,15,2,bike,40.34719035484786
9.307533204884002,0,1,van,15.351514954357638
7.693000184480088,8,6,car,22.51719452083048
20.329348309223583,11,0,scooter,41.608258952546954
20.347778169639927,4,2,scooter,30.512955032435446
21.74327180521254,21,3,bike,48.607792982979184
22.874393537633548,19,1,car,77.91946503884598
13.027888772092975,21,5,scooter,23.637230854629774
12.78714921983639,23,4,van,21.63312505667857
20.05823188468599,2,1,scooter,30.52603951868854
16.424116304055246,4,1,car,20.19833637689638
17.69818849281373,1,5,car,18.679120714097635
19.996920401184475,13,2,bike,46.68898174658998
22.305130874530374,1,3,bike,44.407183740716086
8.780881342862628,12,5,scooter,12.427546113599403
9.701782339678628,6,6,scooter,17.14563372868395
2.8025575261012907,9,3,bike,9.678282493831421
14.667863454406262,12,5,car,24.15933492718754
1.380585708020181,15,1,scooter,2.0
11.907151444245274,13,3,van,23.038485650937496
13.794793550335628,10,2,car,47.94278064644699
7.520260677142968,9,2,scooter,22.698798114762038
14.975414883940763,5,4,van,20.78631867163695
1.247256123506711,3,3,scooter,3.001582836406499
1.415030624355753,20,4,car,7.895351857744807
20.653713736161627,0,6,bike,34.50927547003613
9.32467071457594,6,5,bike,19.87848125174284
3.612982559971177,23,0,scooter,12.789587181455818
13.294959871342707,8,6,scooter,47.71753952156544
19.364842050915964,7,2,scooter,35.59614535263831
5.787615173672658,4,1,scooter,11.978008735806448
15.760816657565506,18,2,bike,73.7288157710877
2.591012892347316,9,0,van,8.979628055575546
1.7662021686308886,10,1,scooter,2.922010093387426
13.518188473419626,14,3,scooter,25.802133620528306
13.74556047944761,5,3,scooter,17.45853118086937
16.11703258670606,14,6,car,25.697664006465605
18.289237676205207,4,2,van,29.770848500871963
24.4083759468321,18,1,scooter,93.5506420489442
13.149358533379285,21,5,bike,27.19900955893743
8.412433587060526,18,1,scooter,36.63122812923632
19.98206177183324,9,4,scooter,84.79503120349833
7.135390155920819,11,0,car,6.863251026405938
11.254799807288084,21,6,bike,21.15324158493602
2.4221813428855157,3,3,van,2.0
1.121093213678709,17,2,scooter,5.545026037259529
24.084886159609162,15,1,van,47.38373911237728
20.981512952549043,7,3,bike,53.53333622975067
17.5513680492956,3,2,car,26.755739904134952
10.519347138149612,22,3,van,24.995814304642963
4.745710841735722,11,2,van,8.017518198531
4.3327075454416075,1,3,bike,6.035886402770126
6.6309510050325855,3,5,bike,9.275063287643754
13.956053285299951,4,4,scooter,24.786076627763585
18.00760010615153,2,0,bike,28.15070337253422
16.674835729584416,8,3,bike,81.19758384961477
7.3583804751756,20,0,bike,32.519880000284786
23.894199376248256,17,3,scooter,94.31853519924069
18.57847445904633,10,6,scooter,66.82921107121612
14.081674286529317,2,1,bike,21.450598167665614
15.48715828274163,22,4,bike,36.33595835192273
10.780201529480852,1,6,scooter,14.035162951290193
6.569409242778358,8,5,scooter,22.73794209041653
9.22133062695591,13,4,bike,21.82165030919864
19.067229706377045,3,0,bike,36.87101431205605
0.8526404714290188,8,1,van,2.2982047801517957
3.3437796924194476,12,2,van,8.261343009447467
1.6270647295329423,17,6,van,7.0531117675295585
1.4978556568147683,14,4,car,3.4259582422446586
21.458784308269678,9,5,bike,91.15061578910374
17.73961755481058,15,6,scooter,31.697749987750363
12.117258812639466,11,1,scooter,23.965499648287903
2.8969369359495363,19,1,scooter,7.780906039883345
12.544588940362393,4,0,bike,27.23080152307024
12.100058384123859,1,5,scooter,21.27124590128185
4.743445812795372,9,1,scooter,17.895561813200683
11.12936540633034,0,1,bike,21.915744304211053
10.263365992735649,6,2,car,15.951503064755332
15.588327402279303,16,0,bike,35.251326418920435
16.05979444625727,15,0,bike,38.70945410502936
1.6099482394150906,23,5,bike,11.00689978684784
9.678009058348545,2,1,bike,22.653134679190522
15.833567934998792,13,2,bike,42.33716381704994
12.826838335212148,9,3,van,56.528480036796054
21.484001109113894,21,4,scooter,40.21542697352388
16.637993974664152,6,6,scooter,32.0460886566482
4.491893463495027,16,0,bike,2.253923681270326
2.228934311310531,5,2,scooter,4.6017536811028235
16.23927231605473,22,5,car,27.501244719077654
1.1495271082697345,21,2,scooter,2.7535069807740418
14.85150174119985,3,1,car,24.562515041324737
23.53564091491146,16,4,van,46.15585322031899
14.599117357959035,8,0,car,54.85620362747519
10.010163192059787,3,3,scooter,14.92711595020019
16.26056135183765,6,1,bike,43.37769557902003
11.727195817042157,22,0,scooter,26.514982251462133
13.867611338240406,1,6,scooter,23.09419994852655
23.565887815024865,16,5,car,38.055670291657336
9.959514626118969,23,0,car,15.209230757653017
24.0491688136859,7,2,car,45.325637793852465
22.68109072792356,22,6,car,33.9767596544469
5.2968828023377625,14,4,bike,14.519543873362432
2.1993518714415536,14,3,bike,5.267590639753108
2.9690610337469527,7,4,bike,5.068246853568207
0.9464347284629684,15,2,van,3.608913184230425
2.8138525385202455,18,3,car,10.237731820482058
17.233665948700743,10,3,scooter,72.70558651751435
2.24412188727561,1,1,car,2.3825184329509113
8.314902942197152,22,3,car,11.972044985524882
21.199445118751637,23,0,van,38.67316889611957
1.0701624255277338,16,4,car,2.0245874192981725
20.454477823428928,15,5,scooter,33.19931749379402
7.405441981948298,14,5,scooter,17.046167494029994
3.3950382767305785,12,4,bike,10.928373986819036
17.57006055142169,14,1,scooter,40.686618599137965
15.909099746107158,3,3,scooter,23.45279426226599
21.9980643314128,15,2,bike,51.35290703293769
18.5092405731952,11,6,car,24.331699688897224
20.18528279442879,3,6,scooter,25.303007753050935
7.409847027997009,2,0,van,11.05495318165681
4.847268822603209,21,1,bike,13.682449567851341
18.89006141520103,16,6,scooter,30.064171324310667
20.26745111204797,21,3,scooter,38.54489171192762
24.767375979016496,17,5,bike,108.46684556127678
10.60913308432995,17,2,scooter,33.643738616611856
9.614443101923188,22,3,bike,24.515445222978247
19.52211753817892,16,1,bike,42.98183225330322
8.849686736198937,11,2,bike,18.82349174988083
23.303554477287335,22,6,bike,52.903590208969405
21.53111242015379,20,2,car,74.03568650198889
11.01035367068795,23,2,bike,28.298035035510864
18.896341160891687,3,2,scooter,30.951731975413875
18.986300415074716,11,6,car,25.813538000658994
3.026534786480349,22,3,scooter,7.726286631954752
22.612546213649384,21,2,van,51.84537341827783
12.8786831249725,20,3,car,45.721283036216484
20.74820791963967,19,2,car,70.49063015146197
8.341215225249988,14,2,bike,14.945744362713775
22.440319098156913,22,1,car,37.50178068337452
10.035441128986996,15,3,car,22.20646239059081
0.7655224612673098,4,5,bike,2.0
22.681858422271958,20,3,bike,107.63745711609317
2.736523581260272,14,4,bike,9.54752424029319
8.323184120965164,16,6,car,14.266338576763083
23.77651819274472,17,5,scooter,78.7712339403472
23.789875099970125,4,1,car,31.045413559386244
14.54922825902051,12,3,bike,39.13905686744846
15.980011698160082,18,1,car,54.868047272155785
11.486915288468834,12,5,bike,28.26638579076431
7.683663906602581,17,1,bike,41.344914137943995
8.55228136156294,13,1,scooter,14.321582541537452
16.976702173887443,3,0,bike,30.456468854080065
18.93317597122316,3,3,bike,36.92636630896784
19.89368657128329,19,1,bike,90.87663749591678
19.84564449846657,19,0,scooter,78.71342961601255
2.734549524692914,18,0,van,13.358057048121992
12.613297465213247,12,2,car,19.756042501058104
1.910189620407785,11,2,scooter,5.584700475808102
13.963457616931521,6,6,bike,27.34061091204402
11.317497283647738,11,5,scooter,17.848847617992273
22.248752477578343,20,3,car,78.5139948222082
9.097417807525927,3,2,bike,20.8993676751023
3.3681419024763435,1,5,bike,3.274816689162656
4.0032962102944785,1,3,bike,3.7566196416110835
19.15701047707807,4,5,car,21.8551799970292
15.646342551248395,22,6,bike,34.053941436123054
2.977505565008361,9,6,car,6.71485383741995
2.560616749817437,9,0,bike,17.273026566376373
17.67374372074844,8,0,bike,84.39344886352306
2.2826936559227415,12,3,scooter,2.3772829019020247
20.63557145261373,6,5,scooter,41.68305658962604
17.80293456533416,4,5,bike,32.379588877846096
2.4930451257265442,9,2,bike,9.784331625142629
2.578523995087202,9,2,bike,15.578337635492817
24.672669673278797,5,3,bike,43.582011600064185
9.669634496024948,18,4,bike,48.716975115998565
9.580732603138827,20,2,van,46.39225586693873
20.413589397808813,7,1,scooter,37.200665558724076
23.70759014590454,0,2,scooter,34.85990515855759
24.657026063660336,16,4,bike,57.62936928154681
18.95776553884407,6,5,bike,40.360857611187875
9.718359845507436,13,0,bike,24.7440671271204
2.545767559117385,20,0,scooter,9.915770205898568
19.5400994402222,20,5,scooter,62.92004496363806
14.180904118527224,16,0,bike,30.341137803583273
10.89343922655092,8,2,car,34.69828829809523
22.705682434821032,16,6,scooter,41.1678334656644
3.224338316500708,4,0,bike,2.0
12.569315055126049,19,6,bike,49.72217929687134
0.7781642968017672,7,4,scooter,2.0
11.982185728856093,5,6,car,14.763639413585617
1.879430254205015,10,4,bike,12.416491488325654
3.411038948567762,18,2,bike,16.8354491524011
3.3793930460390698,3,5,scooter,10.501436979606453
16.405652401843557,17,1,bike,79.20897706687119
18.77809954200287,0,2,scooter,28.606948037240343
14.792534744880411,12,0,scooter,27.232553363667183
24.073227437626276,13,2,bike,58.38471500331105
9.68432919833075,23,4,bike,15.398433744474955
7.499946113905588,0,2,scooter,8.601447361472541
21.780678640641778,10,2,bike,101.5245730239238
5.97809804372659,16,1,bike,13.674752918559273
24.098952216294975,3,4,car,30.278530579211008
0.7977846299005004,11,3,bike,9.878884804012865
24.262031254337156,9,3,scooter,97.67626487571755
1.5574178427891148,5,4,bike,3.4539931654594334
22.333006285602742,0,3,scooter,32.70260106891212
13.428677172614346,6,0,bike,41.42524879544308
24.82763750492286,20,3,van,103.63231738998145
2.308015836017272,15,0,car,2.535469360788377
14.06942996783236,23,4,bike,28.971964372018874
24.247912122667923,13,3,scooter,49.102878440269805
13.315897182168646,22,3,bike,28.139045552662388
15.920266634313933,19,5,scooter,55.45671759715533
17.54584288012312,19,6,car,54.34964140795189
11.636256086810445,5,0,scooter,19.437991254140513
15.875172962059555,21,0,bike,40.08396778774028
14.815700642115956,4,2,scooter,29.350479270519855
22.57837125702923,23,1,bike,42.49773721452302
1.6134363183657179,20,3,car,7.918715038589246
7.383598145009643,17,5,scooter,18.40954649289772
23.78508135987569,14,1,bike,62.68088996576335
22.31146270532745,5,6,bike,36.012730988585005
11.663590443249968,18,6,car,32.16942043980336
15.69324864613765,0,5,car,17.409440625960166
7.295838983037751,0,1,bike,15.456806806958404
5.1089684132321525,12,3,bike,15.365769769441613
11.860610921029563,2,6,scooter,15.581295855081823
9.157129586638295,9,5,bike,40.02538853826069
14.799574740346365,20,0,bike,70.24830771046378
2.4044986056421287,2,2,bike,5.913956441547475
24.372672787821077,8,5,bike,102.34823583010089
24.66216323975027,7,4,scooter,50.226804500637314
17.604961993483755,2,6,van,24.301166462392274
13.63436097543095,12,6,scooter,24.92290706112298
8.08342659901503,5,3,bike,12.443609306221195
20.437977982820243,12,3,scooter,41.45981190925051
17.275913727570043,22,4,scooter,32.64842534350462
4.484115013949837,19,6,bike,15.7353169005292
22.81771602009914,19,1,van,95.67352311784617
20.65216245161764,11,2,scooter,40.68024923432804
23.770097875652137,12,1,van,49.35050810928537
18.280127955514818,1,4,scooter,29.31213270994205
15.528672300426852,20,4,scooter,62.353765081663965
10.746954389120162,23,2,bike,22.884212527987934
23.351847842173324,22,4,scooter,46.45030862246786
21.718565292760005,15,4,bike,52.666617878221146
1.6078574176016405,22,6,car,7.994569810188299
1.1459908751826742,5,5,car,2.0
9.723352488512216,18,6,car,28.133420173323938
20.358556604154906,20,2,car,73.41123077624471
24.68826516821614,12,3,car,39.452259642415775
4.185213832036441,16,1,bike,13.990635925089574
15.056202526127311,22,3,scooter,29.401712580140213
9.831825987460027,8,3,scooter,36.82739869221361
24.26290274645778,16,5,scooter,44.91200158973808
21.131913616824864,1,1,car,27.112880798176356
21.039053265422876,18,3,bike,106.46031819004013
11.982982414976773,18,2,bike,57.76178854810806
10.663077807272797,23,1,van,17.798159907906847
7.1984732623023024,6,0,scooter,12.638638959434488
1.8811996679477143,21,5,bike,3.4856890247205956
21.685698218248803,9,3,car,73.53303389604017
20.4160747236869,9,4,van,91.49161018579755
24.9930829955102,19,1,bike,120.83560607658842
24.917602508310683,8,0,car,87.5484322706519
14.108076787264373,16,4,van,30.527084099553022
19.340191671922508,14,0,van,40.21041166436181
23.646760382119485,1,3,van,40.091149225430904
21.31636107159658,3,4,scooter,37.56664199978982
6.5600284927083425,18,3,bike,28.342957956285726
11.538331315097292,16,4,bike,28.95043884604694
3.664405671211627,4,1,bike,11.254800826971682
23.8742501678387,6,6,scooter,39.07611674473029
15.351278544046561,17,2,bike,76.45217098716549
6.101748734834836,20,6,bike,28.237681136085648
16.95666676794349,21,2,bike,36.81315825717201
15.644141891218448,6,6,bike,35.97995335409973
9.274986591804593,16,0,car,14.11762301283474
3.282161008890911,6,5,bike,7.926276992734069
16.95354329202359,3,4,scooter,29.154797843377093
13.247538672142936,7,3,scooter,30.0953209110979
19.421800597523163,12,5,bike,35.92490487693575
13.244005777243839,3,1,van,27.196586263072277
21.378446757804234,5,1,scooter,37.143702771996715
14.021717549974896,4,1,bike,29.042050145668902
14.242980302616964,11,2,bike,35.267586617067934
21.97801326512945,3,3,bike,39.26770008039103
10.385330222203727,23,1,bike,15.923371830837805
3.783373097040698,8,1,bike,13.288669851540595
1.205175569676805,3,6,scooter,3.5458830283046634
19.000862764003667,18,0,car,68.30010745935718
15.697584008159884,23,4,scooter,23.896265277745282
17.749954318430976,13,4,bike,41.216966845091534
5.717621956968313,4,4,bike,10.765348279204375
3.841101151875859,17,5,scooter,11.439187143459943
0.8563443088631073,9,6,bike,3.639135768091815
9.089395190761627,18,6,bike,35.845048408359084
14.95298332793851,11,0,car,27.46980364846562
10.109979104943442,17,2,bike,52.259508243383074
11.218135589581362,16,5,car,18.248205718886297
22.651888015096837,23,0,bike,41.57747378766475
9.03225894207086,10,1,van,41.677073313759486
13.092742484415364,2,3,scooter,20.199399684232834
19.699498812158005,22,5,car,32.23775868598082
10.215298166871118,16,5,bike,19.410451248614063
15.7411241555829,0,1,car,19.237314087175644
21.627910864295256,14,1,car,34.10997410331543
23.76325527961223,8,3,scooter,93.656593745399
4.103300282761429,14,4,scooter,11.150790260214228
23.20139681645661,23,5,car,23.98932104993594
12.556849180448685,2,0,bike,16.268195288936177
6.82698751332448,21,2,scooter,12.41043120610474
11.748826027837403,18,1,car,36.76050179657038
24.510798094494188,12,1,bike,57.31268222535441
12.569143302825305,11,2,bike,36.48655249875861
8.554414452043952,19,0,scooter,31.550749452968173
16.01832093075978,0,1,car,23.023662363967826
6.38356766006573,20,2,bike,30.400479002322534
2.358651538662266,16,6,bike,6.0398452007055035
3.657553186810906,12,1,bike,7.2503466492600195
3.637123054465425,0,4,car,8.280245223793756
4.221615991051212,9,4,bike,21.544298782005846
3.9012657299105484,14,1,scooter,9.16643763900634
16.201431247678755,6,6,bike,34.10836448113501
4.956062067779048,21,1,car,12.263990108820408
8.968848441434648,17,4,van,40.118376723887586
22.47131604269729,15,6,bike,48.00937371616582
12.112060186440372,13,1,bike,31.026879875828598
16.855164593765167,17,6,car,44.97148871613059
4.721836844439931,6,0,bike,11.895689937721917
5.211080960812434,16,0,bike,12.314523054751474
1.5012810985287321,17,3,car,8.65300201179232
4.638909045268031,11,0,van,7.837432390558368
7.325463306282987,7,5,scooter,13.343253464816119
4.8367568647802965,21,6,bike,15.86562276911667
2.6732120770478627,1,5,bike,4.214299015773459
